id,name-form,type_1,type_2,data_species,data_height,data_weight,ability,training_catch_rate,training_base_exp,training_growth_rate,breeding_gender_male,breeding_gender_female,stats_hp,stats_attack,stats_defense,stats_sp_atk,stats_sp_def,stats_speed,stats_total,img
950,Onix-Onix,Rock,Ground,Rock Snake Pokémon,8.8,210.0,Rock Head,45,77,Medium Fast,50% male,50% female,35,45,160,30,45,70,385,https://img.pokemondb.net/artwork/large/onix.jpg
960,Drowzee-Drowzee,Psychic,-,Hypnosis Pokémon,1.0,32.4,Insomnia,190,66,Medium Fast,50% male,50% female,60,48,45,43,90,42,328,https://img.pokemondb.net/artwork/large/drowzee.jpg
970,Hypno-Hypno,Psychic,-,Hypnosis Pokémon,1.6,75.6,Insomnia,75,169,Medium Fast,50% male,50% female,85,73,70,73,115,67,483,https://img.pokemondb.net/artwork/large/hypno.jpg
980,Krabby-Krabby,Water,-,River Crab Pokémon,0.4,6.5,Hyper Cutter,225,65,Medium Fast,50% male,50% female,30,105,90,25,25,50,325,https://img.pokemondb.net/artwork/large/krabby.jpg
990,Kingler-Kingler,Water,-,Pincer Pokémon,1.3,60.0,Hyper Cutter,60,166,Medium Fast,50% male,50% female,55,130,115,50,50,75,475,https://img.pokemondb.net/artwork/large/kingler.jpg
1000,Voltorb-Voltorb,Electric,-,Ball Pokémon,0.5,10.4,Soundproof,190,66,Medium Fast,Genderless,Genderless,40,30,50,55,55,100,330,https://img.pokemondb.net/artwork/large/voltorb.jpg
1001,Voltorb-Hisuian Voltorb,Electric,-,Sphere Pokémon,0.5,13.0,Soundproof,—,—,—,—,—,40,30,50,55,55,100,330,https://img.pokemondb.net/artwork/large/voltorb-hisuian.jpg
1010,Electrode-Electrode,Electric,-,Ball Pokémon,1.2,66.6,Soundproof,60,172,Medium Fast,Genderless,Genderless,60,50,70,80,80,150,490,https://img.pokemondb.net/artwork/large/electrode.jpg
1011,Electrode-Hisuian Electrode,Electric,-,Sphere Pokémon,1.2,71.0,Soundproof,—,—,—,—,—,60,50,70,80,80,150,490,https://img.pokemondb.net/artwork/large/electrode-hisuian.jpg
1020,Exeggcute-Exeggcute,Grass,Psychic,Egg Pokémon,0.4,2.5,Chlorophyll,90,65,Slow,50% male,50% female,60,40,80,60,45,40,325,https://img.pokemondb.net/artwork/large/exeggcute.jpg
1030,Exeggutor-Exeggutor,Grass,Psychic,Coconut Pokémon,2.0,120.0,Chlorophyll,45,186,Slow,50% male,50% female,95,95,85,125,75,55,530,https://img.pokemondb.net/artwork/large/exeggutor.jpg
1031,Exeggutor-Alolan Exeggutor,Grass,Psychic,Coconut Pokémon,10.9,415.6,Frisk,45,186,Slow,50% male,50% female,95,105,85,125,75,45,530,https://img.pokemondb.net/artwork/large/exeggutor-alolan.jpg
1040,Cubone-Cubone,Ground,-,Lonely Pokémon,0.4,6.5,Rock Head,190,64,Medium Fast,50% male,50% female,50,50,95,40,50,35,320,https://img.pokemondb.net/artwork/large/cubone.jpg
1050,Marowak-Marowak,Ground,-,Bone Keeper Pokémon,1.0,45.0,Rock Head,75,149,Medium Fast,50% male,50% female,60,80,110,50,80,45,425,https://img.pokemondb.net/artwork/large/marowak.jpg
1051,Marowak-Alolan Marowak,Ground,-,Bone Keeper Pokémon,1.0,34.0,Cursed Body,75,149,Medium Fast,50% male,50% female,60,80,110,50,80,45,425,https://img.pokemondb.net/artwork/large/marowak-alolan.jpg
1060,Hitmonlee-Hitmonlee,Fighting,-,Kicking Pokémon,1.5,49.8,Limber,45,159,Medium Fast,100% male,0% female,50,120,53,35,110,87,455,https://img.pokemondb.net/artwork/large/hitmonlee.jpg
1070,Hitmonchan-Hitmonchan,Fighting,-,Punching Pokémon,1.4,50.2,Keen Eye,45,159,Medium Fast,100% male,0% female,50,105,79,35,110,76,455,https://img.pokemondb.net/artwork/large/hitmonchan.jpg
1080,Lickitung-Lickitung,Normal,-,Licking Pokémon,1.2,65.5,Own Tempo,45,77,Medium Fast,50% male,50% female,90,55,75,60,75,30,385,https://img.pokemondb.net/artwork/large/lickitung.jpg
1090,Koffing-Koffing,Poison,-,Poison Gas Pokémon,0.6,1.0,Levitate,190,68,Medium Fast,50% male,50% female,40,65,95,60,45,35,340,https://img.pokemondb.net/artwork/large/koffing.jpg
1100,Weezing-Weezing,Poison,-,Poison Gas Pokémon,1.2,9.5,Levitate,60,172,Medium Fast,50% male,50% female,65,90,120,85,70,60,490,https://img.pokemondb.net/artwork/large/weezing.jpg
1101,Weezing-Galarian Weezing,Poison,-,Poison Gas Pokémon,3.0,16.0,Levitate,60,172,Medium Fast,50% male,50% female,65,90,120,85,70,60,490,https://img.pokemondb.net/artwork/large/weezing-galarian.jpg
1110,Rhyhorn-Rhyhorn,Ground,Rock,Spikes Pokémon,1.0,115.0,Lightning Rod,120,69,Slow,50% male,50% female,80,85,95,30,30,25,345,https://img.pokemondb.net/artwork/large/rhyhorn.jpg
1120,Rhydon-Rhydon,Ground,Rock,Drill Pokémon,1.9,120.0,Lightning Rod,60,170,Slow,50% male,50% female,105,130,120,45,45,40,485,https://img.pokemondb.net/artwork/large/rhydon.jpg
1130,Chansey-Chansey,Normal,-,Egg Pokémon,1.1,34.6,Natural Cure,30,395,Fast,0% male,100% female,250,5,5,35,105,50,450,https://img.pokemondb.net/artwork/large/chansey.jpg
1140,Tangela-Tangela,Grass,-,Vine Pokémon,1.0,35.0,Chlorophyll,45,87,Medium Fast,50% male,50% female,65,55,115,100,40,60,435,https://img.pokemondb.net/artwork/large/tangela.jpg
1150,Kangaskhan-Kangaskhan,Normal,-,Parent Pokémon,2.2,80.0,Early Bird,45,172,Medium Fast,0% male,100% female,105,95,80,40,80,90,490,https://img.pokemondb.net/artwork/large/kangaskhan.jpg
1151,Kangaskhan-Mega Kangaskhan,Normal,-,Parent Pokémon,2.2,100.0,Parental Bond,45,207,Medium Fast,0% male,100% female,105,125,100,60,100,100,590,https://img.pokemondb.net/artwork/large/kangaskhan-mega.jpg
1160,Horsea-Horsea,Water,-,Dragon Pokémon,0.4,8.0,Swift Swim,225,59,Medium Fast,50% male,50% female,30,40,70,70,25,60,295,https://img.pokemondb.net/artwork/large/horsea.jpg
1170,Seadra-Seadra,Water,-,Dragon Pokémon,1.2,25.0,Poison Point,75,154,Medium Fast,50% male,50% female,55,65,95,95,45,85,440,https://img.pokemondb.net/artwork/large/seadra.jpg
1180,Goldeen-Goldeen,Water,-,Goldfish Pokémon,0.6,15.0,Swift Swim,225,64,Medium Fast,50% male,50% female,45,67,60,35,50,63,320,https://img.pokemondb.net/artwork/large/goldeen.jpg
1190,Seaking-Seaking,Water,-,Goldfish Pokémon,1.3,39.0,Swift Swim,60,158,Medium Fast,50% male,50% female,80,92,65,65,80,68,450,https://img.pokemondb.net/artwork/large/seaking.jpg
1200,Staryu-Staryu,Water,-,Star Shape Pokémon,0.8,34.5,Illuminate,225,68,Slow,Genderless,Genderless,30,45,55,70,55,85,340,https://img.pokemondb.net/artwork/large/staryu.jpg
1210,Starmie-Starmie,Water,Psychic,Mysterious Pokémon,1.1,80.0,Illuminate,60,182,Slow,Genderless,Genderless,60,75,85,100,85,115,520,https://img.pokemondb.net/artwork/large/starmie.jpg
1220,Mr. Mime-Mr. Mime,Psychic,Fairy,Barrier Pokémon,1.3,54.5,Soundproof,45,161,Medium Fast,50% male,50% female,40,45,65,100,120,90,460,https://img.pokemondb.net/artwork/large/mr-mime.jpg
1221,Mr. Mime-Galarian Mr. Mime,Psychic,Fairy,Dancing Pokémon,1.4,56.8,Vital Spirit,45,161,Medium Fast,50% male,50% female,50,65,65,90,90,100,460,https://img.pokemondb.net/artwork/large/mr-mime-galarian.jpg
1230,Scyther-Scyther,Bug,Flying,Mantis Pokémon,1.5,56.0,Swarm,45,100,Medium Fast,50% male,50% female,70,110,80,55,80,105,500,https://img.pokemondb.net/artwork/large/scyther.jpg
1240,Jynx-Jynx,Ice,Psychic,Human Shape Pokémon,1.4,40.6,Oblivious,45,159,Medium Fast,0% male,100% female,65,50,35,115,95,95,455,https://img.pokemondb.net/artwork/large/jynx.jpg
1250,Electabuzz-Electabuzz,Electric,-,Electric Pokémon,1.1,30.0,Static,45,172,Medium Fast,75% male,25% female,65,83,57,95,85,105,490,https://img.pokemondb.net/artwork/large/electabuzz.jpg
1260,Magmar-Magmar,Fire,-,Spitfire Pokémon,1.3,44.5,Flame Body,45,173,Medium Fast,75% male,25% female,65,95,57,100,85,93,495,https://img.pokemondb.net/artwork/large/magmar.jpg
1270,Pinsir-Pinsir,Bug,-,Stag Beetle Pokémon,1.5,55.0,Hyper Cutter,45,175,Slow,50% male,50% female,65,125,100,55,70,85,500,https://img.pokemondb.net/artwork/large/pinsir.jpg
1271,Pinsir-Mega Pinsir,Bug,-,Stag Beetle Pokémon,1.7,59.0,Aerilate,45,210,Slow,50% male,50% female,65,155,120,65,90,105,600,https://img.pokemondb.net/artwork/large/pinsir-mega.jpg
1280,Tauros-Tauros,Normal,-,Wild Bull Pokémon,1.4,88.4,Intimidate,45,172,Slow,100% male,0% female,75,100,95,40,70,110,490,https://img.pokemondb.net/artwork/large/tauros.jpg
1290,Magikarp-Magikarp,Water,-,Fish Pokémon,0.9,10.0,Swift Swim,255,40,Slow,50% male,50% female,20,10,55,15,20,80,200,https://img.pokemondb.net/artwork/large/magikarp.jpg
1300,Gyarados-Gyarados,Water,Flying,Atrocious Pokémon,6.5,235.0,Intimidate,45,189,Slow,50% male,50% female,95,125,79,60,100,81,540,https://img.pokemondb.net/artwork/large/gyarados.jpg
1301,Gyarados-Mega Gyarados,Water,Flying,Atrocious Pokémon,6.5,305.0,Mold Breaker,45,224,Slow,50% male,50% female,95,155,109,70,130,81,640,https://img.pokemondb.net/artwork/large/gyarados-mega.jpg
1310,Lapras-Lapras,Water,Ice,Transport Pokémon,2.5,220.0,Water Absorb,45,187,Slow,50% male,50% female,130,85,80,85,95,60,535,https://img.pokemondb.net/artwork/large/lapras.jpg
1320,Ditto-Ditto,Normal,-,Transform Pokémon,0.3,4.0,Limber,35,101,Medium Fast,Genderless,Genderless,48,48,48,48,48,48,288,https://img.pokemondb.net/artwork/large/ditto.jpg
1330,Eevee-Eevee,Normal,-,Evolution Pokémon,0.3,6.5,Run Away,45,65,Medium Fast,87.5% male,12.5% female,55,55,50,45,65,55,325,https://img.pokemondb.net/artwork/large/eevee.jpg
1331,Eevee-Partner Eevee,Normal,-,Evolution Pokémon,0.3,6.5,Run Away,45,65,Medium Fast,87.5% male,12.5% female,65,75,70,65,85,75,435,https://img.pokemondb.net/artwork/large/eevee-lets-go.jpg
1340,Vaporeon-Vaporeon,Water,-,Bubble Jet Pokémon,1.0,29.0,Water Absorb,45,184,Medium Fast,87.5% male,12.5% female,130,65,60,110,95,65,525,https://img.pokemondb.net/artwork/large/vaporeon.jpg
1350,Jolteon-Jolteon,Electric,-,Lightning Pokémon,0.8,24.5,Volt Absorb,45,184,Medium Fast,87.5% male,12.5% female,65,65,60,110,95,130,525,https://img.pokemondb.net/artwork/large/jolteon.jpg
1360,Flareon-Flareon,Fire,-,Flame Pokémon,0.9,25.0,Flash Fire,45,184,Medium Fast,87.5% male,12.5% female,65,130,60,95,110,65,525,https://img.pokemondb.net/artwork/large/flareon.jpg
1370,Porygon-Porygon,Normal,-,Virtual Pokémon,0.8,36.5,Trace,45,79,Medium Fast,Genderless,Genderless,65,60,70,85,75,40,395,https://img.pokemondb.net/artwork/large/porygon.jpg
1380,Omanyte-Omanyte,Rock,Water,Spiral Pokémon,0.4,7.5,Swift Swim,45,71,Medium Fast,87.5% male,12.5% female,35,40,100,90,55,35,355,https://img.pokemondb.net/artwork/large/omanyte.jpg
1390,Omastar-Omastar,Rock,Water,Spiral Pokémon,1.0,35.0,Swift Swim,45,173,Medium Fast,87.5% male,12.5% female,70,60,125,115,70,55,495,https://img.pokemondb.net/artwork/large/omastar.jpg
1400,Kabuto-Kabuto,Rock,Water,Shellfish Pokémon,0.5,11.5,Swift Swim,45,71,Medium Fast,87.5% male,12.5% female,30,80,90,55,45,55,355,https://img.pokemondb.net/artwork/large/kabuto.jpg
1410,Kabutops-Kabutops,Rock,Water,Shellfish Pokémon,1.3,40.5,Swift Swim,45,173,Medium Fast,87.5% male,12.5% female,60,115,105,65,70,80,495,https://img.pokemondb.net/artwork/large/kabutops.jpg
1420,Aerodactyl-Aerodactyl,Rock,Flying,Fossil Pokémon,1.8,59.0,Rock Head,45,180,Slow,87.5% male,12.5% female,80,105,65,60,75,130,515,https://img.pokemondb.net/artwork/large/aerodactyl.jpg
1421,Aerodactyl-Mega Aerodactyl,Rock,Flying,Fossil Pokémon,2.1,79.0,Tough Claws,45,215,Slow,87.5% male,12.5% female,80,135,85,70,95,150,615,https://img.pokemondb.net/artwork/large/aerodactyl-mega.jpg
1430,Snorlax-Snorlax,Normal,-,Sleeping Pokémon,2.1,460.0,Immunity,25,189,Slow,87.5% male,12.5% female,160,110,65,65,110,30,540,https://img.pokemondb.net/artwork/large/snorlax.jpg
1440,Articuno-Articuno,Ice,Flying,Freeze Pokémon,1.7,55.4,Pressure,3,261,Slow,Genderless,Genderless,90,85,100,95,125,85,580,https://img.pokemondb.net/artwork/large/articuno.jpg
1441,Articuno-Galarian Articuno,Ice,Flying,Cruel Pokémon,1.7,50.9,Competitive,3,290,Slow,Genderless,Genderless,90,85,85,125,100,95,580,https://img.pokemondb.net/artwork/large/articuno-galarian.jpg
1450,Zapdos-Zapdos,Electric,Flying,Electric Pokémon,1.6,52.6,Pressure,3,261,Slow,Genderless,Genderless,90,90,85,125,90,100,580,https://img.pokemondb.net/artwork/large/zapdos.jpg
1451,Zapdos-Galarian Zapdos,Electric,Flying,Strong Legs Pokémon,1.6,58.2,Defiant,3,290,Slow,Genderless,Genderless,90,125,90,85,90,100,580,https://img.pokemondb.net/artwork/large/zapdos-galarian.jpg
1460,Moltres-Moltres,Fire,Flying,Flame Pokémon,2.0,60.0,Pressure,3,261,Slow,Genderless,Genderless,90,100,90,125,85,90,580,https://img.pokemondb.net/artwork/large/moltres.jpg
1461,Moltres-Galarian Moltres,Fire,Flying,Malevolent Pokémon,2.0,66.0,Berserk,3,290,Slow,Genderless,Genderless,90,85,90,100,125,90,580,https://img.pokemondb.net/artwork/large/moltres-galarian.jpg
1470,Dratini-Dratini,Dragon,-,Dragon Pokémon,1.8,3.3,Shed Skin,45,60,Slow,50% male,50% female,41,64,45,50,50,50,300,https://img.pokemondb.net/artwork/large/dratini.jpg
1480,Dragonair-Dragonair,Dragon,-,Dragon Pokémon,4.0,16.5,Shed Skin,45,147,Slow,50% male,50% female,61,84,65,70,70,70,420,https://img.pokemondb.net/artwork/large/dragonair.jpg
1490,Dragonite-Dragonite,Dragon,Flying,Dragon Pokémon,2.2,210.0,Inner Focus,45,270,Slow,50% male,50% female,91,134,95,100,100,80,600,https://img.pokemondb.net/artwork/large/dragonite.jpg
1500,Mewtwo-Mewtwo,Psychic,-,Genetic Pokémon,2.0,122.0,Pressure,3,306,Slow,Genderless,Genderless,106,110,90,154,90,130,680,https://img.pokemondb.net/artwork/large/mewtwo.jpg
1501,Mewtwo-Mega Mewtwo X,Psychic,-,Genetic Pokémon,2.3,127.0,Steadfast,3,351,Slow,Genderless,Genderless,106,190,100,154,100,130,780,https://img.pokemondb.net/artwork/large/mewtwo-mega-x.jpg
1502,Mewtwo-Mega Mewtwo Y,Psychic,-,Genetic Pokémon,1.5,33.0,Insomnia,3,351,Slow,Genderless,Genderless,106,150,70,194,120,140,780,https://img.pokemondb.net/artwork/large/mewtwo-mega-y.jpg
1510,Mew-Mew,Psychic,-,New Species Pokémon,0.4,4.0,Synchronize,45,270,Medium Slow,Genderless,Genderless,100,100,100,100,100,100,600,https://img.pokemondb.net/artwork/large/mew.jpg
1520,Chikorita-Chikorita,Grass,-,Leaf Pokémon,0.9,6.4,Overgrow,45,64,Medium Slow,87.5% male,12.5% female,45,49,65,49,65,45,318,https://img.pokemondb.net/artwork/large/chikorita.jpg
1530,Bayleef-Bayleef,Grass,-,Leaf Pokémon,1.2,15.8,Overgrow,45,142,Medium Slow,87.5% male,12.5% female,60,62,80,63,80,60,405,https://img.pokemondb.net/artwork/large/bayleef.jpg
1540,Meganium-Meganium,Grass,-,Herb Pokémon,1.8,100.5,Overgrow,45,236,Medium Slow,87.5% male,12.5% female,80,82,100,83,100,80,525,https://img.pokemondb.net/artwork/large/meganium.jpg
1550,Cyndaquil-Cyndaquil,Fire,-,Fire Mouse Pokémon,0.5,7.9,Blaze,45,62,Medium Slow,87.5% male,12.5% female,39,52,43,60,50,65,309,https://img.pokemondb.net/artwork/large/cyndaquil.jpg
1560,Quilava-Quilava,Fire,-,Volcano Pokémon,0.9,19.0,Blaze,45,142,Medium Slow,87.5% male,12.5% female,58,64,58,80,65,80,405,https://img.pokemondb.net/artwork/large/quilava.jpg
1570,Typhlosion-Typhlosion,Fire,-,Volcano Pokémon,1.7,79.5,Blaze,45,240,Medium Slow,87.5% male,12.5% female,78,84,78,109,85,100,534,https://img.pokemondb.net/artwork/large/typhlosion.jpg
1571,Typhlosion-Hisuian Typhlosion,Fire,-,Ghost Flame Pokémon,1.6,69.8,Blaze,—,—,—,—,—,73,84,78,119,85,95,534,https://img.pokemondb.net/artwork/large/typhlosion-hisuian.jpg
1580,Totodile-Totodile,Water,-,Big Jaw Pokémon,0.6,9.5,Torrent,45,63,Medium Slow,87.5% male,12.5% female,50,65,64,44,48,43,314,https://img.pokemondb.net/artwork/large/totodile.jpg
1590,Croconaw-Croconaw,Water,-,Big Jaw Pokémon,1.1,25.0,Torrent,45,142,Medium Slow,87.5% male,12.5% female,65,80,80,59,63,58,405,https://img.pokemondb.net/artwork/large/croconaw.jpg
1600,Feraligatr-Feraligatr,Water,-,Big Jaw Pokémon,2.3,88.8,Torrent,45,239,Medium Slow,87.5% male,12.5% female,85,105,100,79,83,78,530,https://img.pokemondb.net/artwork/large/feraligatr.jpg
1610,Sentret-Sentret,Normal,-,Scout Pokémon,0.8,6.0,Run Away,255,43,Medium Fast,50% male,50% female,35,46,34,35,45,20,215,https://img.pokemondb.net/artwork/large/sentret.jpg
1620,Furret-Furret,Normal,-,Long Body Pokémon,1.8,32.5,Run Away,90,145,Medium Fast,50% male,50% female,85,76,64,45,55,90,415,https://img.pokemondb.net/artwork/large/furret.jpg
1630,Hoothoot-Hoothoot,Normal,Flying,Owl Pokémon,0.7,21.2,Insomnia,255,52,Medium Fast,50% male,50% female,60,30,30,36,56,50,262,https://img.pokemondb.net/artwork/large/hoothoot.jpg
1640,Noctowl-Noctowl,Normal,Flying,Owl Pokémon,1.6,40.8,Insomnia,90,158,Medium Fast,50% male,50% female,100,50,50,86,96,70,452,https://img.pokemondb.net/artwork/large/noctowl.jpg
1650,Ledyba-Ledyba,Bug,Flying,Five Star Pokémon,1.0,10.8,Swarm,255,53,Fast,50% male,50% female,40,20,30,40,80,55,265,https://img.pokemondb.net/artwork/large/ledyba.jpg
1660,Ledian-Ledian,Bug,Flying,Five Star Pokémon,1.4,35.6,Swarm,90,137,Fast,50% male,50% female,55,35,50,55,110,85,390,https://img.pokemondb.net/artwork/large/ledian.jpg
1670,Spinarak-Spinarak,Bug,Poison,String Spit Pokémon,0.5,8.5,Swarm,255,50,Fast,50% male,50% female,40,60,40,40,40,30,250,https://img.pokemondb.net/artwork/large/spinarak.jpg
1680,Ariados-Ariados,Bug,Poison,Long Leg Pokémon,1.1,33.5,Swarm,90,140,Fast,50% male,50% female,70,90,70,60,70,40,400,https://img.pokemondb.net/artwork/large/ariados.jpg
1690,Crobat-Crobat,Poison,Flying,Bat Pokémon,1.8,75.0,Inner Focus,90,241,Medium Fast,50% male,50% female,85,90,80,70,80,130,535,https://img.pokemondb.net/artwork/large/crobat.jpg
1700,Chinchou-Chinchou,Water,Electric,Angler Pokémon,0.5,12.0,Volt Absorb,190,66,Slow,50% male,50% female,75,38,38,56,56,67,330,https://img.pokemondb.net/artwork/large/chinchou.jpg
1710,Lanturn-Lanturn,Water,Electric,Light Pokémon,1.2,22.5,Volt Absorb,75,161,Slow,50% male,50% female,125,58,58,76,76,67,460,https://img.pokemondb.net/artwork/large/lanturn.jpg
1720,Pichu-Pichu,Electric,-,Tiny Mouse Pokémon,0.3,2.0,Static,190,41,Medium Fast,50% male,50% female,20,40,15,35,35,60,205,https://img.pokemondb.net/artwork/large/pichu.jpg
1730,Cleffa-Cleffa,Fairy,-,Star Shape Pokémon,0.3,3.0,Cute Charm,150,44,Fast,25% male,75% female,50,25,28,45,55,15,218,https://img.pokemondb.net/artwork/large/cleffa.jpg
1740,Igglybuff-Igglybuff,Normal,Fairy,Balloon Pokémon,0.3,1.0,Cute Charm,170,42,Fast,25% male,75% female,90,30,15,40,20,15,210,https://img.pokemondb.net/artwork/large/igglybuff.jpg
1750,Togepi-Togepi,Fairy,-,Spike Ball Pokémon,0.3,1.5,Hustle,190,49,Fast,87.5% male,12.5% female,35,20,65,40,65,20,245,https://img.pokemondb.net/artwork/large/togepi.jpg
1760,Togetic-Togetic,Fairy,Flying,Happiness Pokémon,0.6,3.2,Hustle,75,142,Fast,87.5% male,12.5% female,55,40,85,80,105,40,405,https://img.pokemondb.net/artwork/large/togetic.jpg
1770,Natu-Natu,Psychic,Flying,Tiny Bird Pokémon,0.2,2.0,Synchronize,190,64,Medium Fast,50% male,50% female,40,50,45,70,45,70,320,https://img.pokemondb.net/artwork/large/natu.jpg
1780,Xatu-Xatu,Psychic,Flying,Mystic Pokémon,1.5,15.0,Synchronize,75,165,Medium Fast,50% male,50% female,65,75,70,95,70,95,470,https://img.pokemondb.net/artwork/large/xatu.jpg
1790,Mareep-Mareep,Electric,-,Wool Pokémon,0.6,7.8,Static,235,56,Medium Slow,50% male,50% female,55,40,40,65,45,35,280,https://img.pokemondb.net/artwork/large/mareep.jpg
1800,Flaaffy-Flaaffy,Electric,-,Wool Pokémon,0.8,13.3,Static,120,128,Medium Slow,50% male,50% female,70,55,55,80,60,45,365,https://img.pokemondb.net/artwork/large/flaaffy.jpg
1810,Ampharos-Ampharos,Electric,-,Light Pokémon,1.4,61.5,Static,45,230,Medium Slow,50% male,50% female,90,75,85,115,90,55,510,https://img.pokemondb.net/artwork/large/ampharos.jpg
1811,Ampharos-Mega Ampharos,Electric,-,Light Pokémon,1.4,61.5,Mold Breaker,45,275,Medium Slow,50% male,50% female,90,95,105,165,110,45,610,https://img.pokemondb.net/artwork/large/ampharos-mega.jpg
1820,Bellossom-Bellossom,Grass,-,Flower Pokémon,0.4,5.8,Chlorophyll,45,221,Medium Slow,50% male,50% female,75,80,95,90,100,50,490,https://img.pokemondb.net/artwork/large/bellossom.jpg
1830,Marill-Marill,Water,Fairy,Aqua Mouse Pokémon,0.4,8.5,Thick Fat,190,88,Fast,50% male,50% female,70,20,50,20,50,40,250,https://img.pokemondb.net/artwork/large/marill.jpg
1840,Azumarill-Azumarill,Water,Fairy,Aqua Rabbit Pokémon,0.8,28.5,Thick Fat,75,189,Fast,50% male,50% female,100,50,80,60,80,50,420,https://img.pokemondb.net/artwork/large/azumarill.jpg
1850,Sudowoodo-Sudowoodo,Rock,-,Imitation Pokémon,1.2,38.0,Sturdy,65,144,Medium Fast,50% male,50% female,70,100,115,30,65,30,410,https://img.pokemondb.net/artwork/large/sudowoodo.jpg
1860,Politoed-Politoed,Water,-,Frog Pokémon,1.1,33.9,Water Absorb,45,225,Medium Slow,50% male,50% female,90,75,75,90,100,70,500,https://img.pokemondb.net/artwork/large/politoed.jpg
1870,Hoppip-Hoppip,Grass,Flying,Cottonweed Pokémon,0.4,0.5,Chlorophyll,255,50,Medium Slow,50% male,50% female,35,35,40,35,55,50,250,https://img.pokemondb.net/artwork/large/hoppip.jpg
1880,Skiploom-Skiploom,Grass,Flying,Cottonweed Pokémon,0.6,1.0,Chlorophyll,120,119,Medium Slow,50% male,50% female,55,45,50,45,65,80,340,https://img.pokemondb.net/artwork/large/skiploom.jpg
1890,Jumpluff-Jumpluff,Grass,Flying,Cottonweed Pokémon,0.8,3.0,Chlorophyll,45,207,Medium Slow,50% male,50% female,75,55,70,55,95,110,460,https://img.pokemondb.net/artwork/large/jumpluff.jpg
1900,Aipom-Aipom,Normal,-,Long Tail Pokémon,0.8,11.5,Run Away,45,72,Fast,50% male,50% female,55,70,55,40,55,85,360,https://img.pokemondb.net/artwork/large/aipom.jpg
1910,Sunkern-Sunkern,Grass,-,Seed Pokémon,0.3,1.8,Chlorophyll,235,36,Medium Slow,50% male,50% female,30,30,30,30,30,30,180,https://img.pokemondb.net/artwork/large/sunkern.jpg
1920,Sunflora-Sunflora,Grass,-,Sun Pokémon,0.8,8.5,Chlorophyll,120,149,Medium Slow,50% male,50% female,75,75,55,105,85,30,425,https://img.pokemondb.net/artwork/large/sunflora.jpg
