id,name-form,type_1,type_2,data_species,img
7760,Turtonator-Turtonator,Fire,Dragon,Blast Turtle Pokémon,https://img.pokemondb.net/artwork/large/turtonator.jpg
7770,Togedemaru-Togedemaru,Electric,Steel,Roly-Poly Pokémon,https://img.pokemondb.net/artwork/large/togedemaru.jpg
7780,Mimikyu-Mimikyu,Ghost,Fairy,Disguise Pokémon,https://img.pokemondb.net/artwork/large/mimikyu.jpg
7790,Bruxish-Bruxish,Water,Psychic,Gnash Teeth Pokémon,https://img.pokemondb.net/artwork/large/bruxish.jpg
7800,Drampa-Drampa,Normal,Dragon,Placid Pokémon,https://img.pokemondb.net/artwork/large/drampa.jpg
7810,Dhelmise-Dhelmise,Ghost,Grass,Sea Creeper Pokémon,https://img.pokemondb.net/artwork/large/dhelmise.jpg
7820,Jangmo-o-Jangmo-o,Dragon,-,Scaly Pokémon,https://img.pokemondb.net/artwork/large/jangmo-o.jpg
7830,Hakamo-o-Hakamo-o,Dragon,Fighting,Scaly Pokémon,https://img.pokemondb.net/artwork/large/hakamo-o.jpg
7840,Kommo-o-Kommo-o,Dragon,Fighting,Scaly Pokémon,https://img.pokemondb.net/artwork/large/kommo-o.jpg
7850,Tapu Koko-Tapu Koko,Electric,Fairy,Land Spirit Pokémon,https://img.pokemondb.net/artwork/large/tapu-koko.jpg
7860,Tapu Lele-Tapu Lele,Psychic,Fairy,Land Spirit Pokémon,https://img.pokemondb.net/artwork/large/tapu-lele.jpg
7870,Tapu Bulu-Tapu Bulu,Grass,Fairy,Land Spirit Pokémon,https://img.pokemondb.net/artwork/large/tapu-bulu.jpg
7880,Tapu Fini-Tapu Fini,Water,Fairy,Land Spirit Pokémon,https://img.pokemondb.net/artwork/large/tapu-fini.jpg
7890,Cosmog-Cosmog,Psychic,-,Nebula Pokémon,https://img.pokemondb.net/artwork/large/cosmog.jpg
7900,Cosmoem-Cosmoem,Psychic,-,Protostar Pokémon,https://img.pokemondb.net/artwork/large/cosmoem.jpg
7910,Solgaleo-Solgaleo,Psychic,Steel,Sunne Pokémon,https://img.pokemondb.net/artwork/large/solgaleo.jpg
7920,Lunala-Lunala,Psychic,Ghost,Moone Pokémon,https://img.pokemondb.net/artwork/large/lunala.jpg
7930,Nihilego-Nihilego,Rock,Poison,Parasite Pokémon,https://img.pokemondb.net/artwork/large/nihilego.jpg
7940,Buzzwole-Buzzwole,Bug,Fighting,Swollen Pokémon,https://img.pokemondb.net/artwork/large/buzzwole.jpg
7950,Pheromosa-Pheromosa,Bug,Fighting,Lissome Pokémon,https://img.pokemondb.net/artwork/large/pheromosa.jpg
7960,Xurkitree-Xurkitree,Electric,-,Glowing Pokémon,https://img.pokemondb.net/artwork/large/xurkitree.jpg
7970,Celesteela-Celesteela,Steel,Flying,Launch Pokémon,https://img.pokemondb.net/artwork/large/celesteela.jpg
7980,Kartana-Kartana,Grass,Steel,Drawn Sword Pokémon,https://img.pokemondb.net/artwork/large/kartana.jpg
7990,Guzzlord-Guzzlord,Dark,Dragon,Junkivore Pokémon,https://img.pokemondb.net/artwork/large/guzzlord.jpg
8000,Necrozma-Necrozma,Psychic,-,Prism Pokémon,https://img.pokemondb.net/artwork/large/necrozma.jpg
8001,Necrozma-Dusk Mane Necrozma,Psychic,-,Prism Pokémon,https://img.pokemondb.net/artwork/large/necrozma-dusk-mane.jpg
8002,Necrozma-Dawn Wings Necrozma,Psychic,-,Prism Pokémon,https://img.pokemondb.net/artwork/large/necrozma-dawn-wings.jpg
8003,Necrozma-Ultra Necrozma,Psychic,-,Prism Pokémon,https://img.pokemondb.net/artwork/large/necrozma-ultra.jpg
8010,Magearna-Magearna,Steel,Fairy,Artificial Pokémon,https://img.pokemondb.net/artwork/large/magearna.jpg
8020,Marshadow-Marshadow,Fighting,Ghost,Gloomdweller Pokémon,https://img.pokemondb.net/artwork/large/marshadow.jpg
8030,Poipole-Poipole,Poison,-,Poison Pin Pokémon,https://img.pokemondb.net/artwork/large/poipole.jpg
8040,Naganadel-Naganadel,Poison,Dragon,Poison Pin Pokémon,https://img.pokemondb.net/artwork/large/naganadel.jpg
8050,Stakataka-Stakataka,Rock,Steel,Rampart Pokémon,https://img.pokemondb.net/artwork/large/stakataka.jpg
8060,Blacephalon-Blacephalon,Fire,Ghost,Fireworks Pokémon,https://img.pokemondb.net/artwork/large/blacephalon.jpg
8070,Zeraora-Zeraora,Electric,-,Thunderclap Pokémon,https://img.pokemondb.net/artwork/large/zeraora.jpg
8080,Meltan-Meltan,Steel,-,Hex Nut Pokémon,https://img.pokemondb.net/artwork/large/meltan.jpg
8090,Melmetal-Melmetal,Steel,-,Hex Nut Pokémon,https://img.pokemondb.net/artwork/large/melmetal.jpg
8100,Grookey-Grookey,Grass,-,Chimp Pokémon,https://img.pokemondb.net/artwork/large/grookey.jpg
8110,Thwackey-Thwackey,Grass,-,Beat Pokémon,https://img.pokemondb.net/artwork/large/thwackey.jpg
8120,Rillaboom-Rillaboom,Grass,-,Drummer Pokémon,https://img.pokemondb.net/artwork/large/rillaboom.jpg
8130,Scorbunny-Scorbunny,Fire,-,Rabbit Pokémon,https://img.pokemondb.net/artwork/large/scorbunny.jpg
8140,Raboot-Raboot,Fire,-,Rabbit Pokémon,https://img.pokemondb.net/artwork/large/raboot.jpg
8150,Cinderace-Cinderace,Fire,-,Striker Pokémon,https://img.pokemondb.net/artwork/large/cinderace.jpg
8160,Sobble-Sobble,Water,-,Water Lizard Pokémon,https://img.pokemondb.net/artwork/large/sobble.jpg
8170,Drizzile-Drizzile,Water,-,Water lizard Pokémon,https://img.pokemondb.net/artwork/large/drizzile.jpg
8180,Inteleon-Inteleon,Water,-,Secret Agent Pokémon,https://img.pokemondb.net/artwork/large/inteleon.jpg
8190,Skwovet-Skwovet,Normal,-,Cheeky Pokémon,https://img.pokemondb.net/artwork/large/skwovet.jpg
8200,Greedent-Greedent,Normal,-,Greedy Pokémon,https://img.pokemondb.net/artwork/large/greedent.jpg
8210,Rookidee-Rookidee,Flying,-,Tiny Bird Pokémon,https://img.pokemondb.net/artwork/large/rookidee.jpg
8220,Corvisquire-Corvisquire,Flying,-,Raven Pokémon,https://img.pokemondb.net/artwork/large/corvisquire.jpg
8230,Corviknight-Corviknight,Flying,Steel,Raven Pokémon,https://img.pokemondb.net/artwork/large/corviknight.jpg
8240,Blipbug-Blipbug,Bug,-,Larva Pokémon,https://img.pokemondb.net/artwork/large/blipbug.jpg
8250,Dottler-Dottler,Bug,Psychic,Radome Pokémon,https://img.pokemondb.net/artwork/large/dottler.jpg
8260,Orbeetle-Orbeetle,Bug,Psychic,Seven Spot Pokémon,https://img.pokemondb.net/artwork/large/orbeetle.jpg
8270,Nickit-Nickit,Dark,-,Fox Pokémon,https://img.pokemondb.net/artwork/large/nickit.jpg
8280,Thievul-Thievul,Dark,-,Fox Pokémon,https://img.pokemondb.net/artwork/large/thievul.jpg
8290,Gossifleur-Gossifleur,Grass,-,Flowering Pokémon,https://img.pokemondb.net/artwork/large/gossifleur.jpg
8300,Eldegoss-Eldegoss,Grass,-,Cotton Bloom Pokémon,https://img.pokemondb.net/artwork/large/eldegoss.jpg
8310,Wooloo-Wooloo,Normal,-,Sheep Pokémon,https://img.pokemondb.net/artwork/large/wooloo.jpg
8320,Dubwool-Dubwool,Normal,-,Sheep Pokémon,https://img.pokemondb.net/artwork/large/dubwool.jpg
8330,Chewtle-Chewtle,Water,-,Snapping Pokémon,https://img.pokemondb.net/artwork/large/chewtle.jpg
8340,Drednaw-Drednaw,Water,Rock,Bite Pokémon,https://img.pokemondb.net/artwork/large/drednaw.jpg
8350,Yamper-Yamper,Electric,-,Puppy Pokémon,https://img.pokemondb.net/artwork/large/yamper.jpg
8360,Boltund-Boltund,Electric,-,Dog Pokémon,https://img.pokemondb.net/artwork/large/boltund.jpg
8370,Rolycoly-Rolycoly,Rock,-,Coal Pokémon,https://img.pokemondb.net/artwork/large/rolycoly.jpg
8380,Carkol-Carkol,Rock,Fire,Coal Pokémon,https://img.pokemondb.net/artwork/large/carkol.jpg
8390,Coalossal-Coalossal,Rock,Fire,Coal Pokémon,https://img.pokemondb.net/artwork/large/coalossal.jpg
8400,Applin-Applin,Grass,Dragon,Apple Core Pokémon,https://img.pokemondb.net/artwork/large/applin.jpg
8410,Flapple-Flapple,Grass,Dragon,Apple Wing Pokémon,https://img.pokemondb.net/artwork/large/flapple.jpg
8420,Appletun-Appletun,Grass,Dragon,Apple Nectar Pokémon,https://img.pokemondb.net/artwork/large/appletun.jpg
8430,Silicobra-Silicobra,Ground,-,Sand Snake Pokémon,https://img.pokemondb.net/artwork/large/silicobra.jpg
8440,Sandaconda-Sandaconda,Ground,-,Sand Snake Pokémon,https://img.pokemondb.net/artwork/large/sandaconda.jpg
8450,Cramorant-Cramorant,Flying,Water,Gulp Pokémon,https://img.pokemondb.net/artwork/large/cramorant.jpg
8460,Arrokuda-Arrokuda,Water,-,Rush Pokémon,https://img.pokemondb.net/artwork/large/arrokuda.jpg
8470,Barraskewda-Barraskewda,Water,-,Skewer Pokémon,https://img.pokemondb.net/artwork/large/barraskewda.jpg
8480,Toxel-Toxel,Electric,Poison,Baby Pokémon,https://img.pokemondb.net/artwork/large/toxel.jpg
8490,Toxtricity-Amped Form,Electric,Poison,Punk Pokémon,https://img.pokemondb.net/artwork/large/toxtricity-amped.jpg
8491,Toxtricity-Low Key Form,Electric,Poison,Punk Pokémon,https://img.pokemondb.net/artwork/large/toxtricity-low-key.jpg
8500,Sizzlipede-Sizzlipede,Fire,Bug,Radiator Pokémon,https://img.pokemondb.net/artwork/large/sizzlipede.jpg
8510,Centiskorch-Centiskorch,Fire,Bug,Radiator Pokémon,https://img.pokemondb.net/artwork/large/centiskorch.jpg
8520,Clobbopus-Clobbopus,Fighting,-,Tantrum Pokémon,https://img.pokemondb.net/artwork/large/clobbopus.jpg
8530,Grapploct-Grapploct,Fighting,-,Tantrum Pokémon,https://img.pokemondb.net/artwork/large/grapploct.jpg
8540,Sinistea-Sinistea,Ghost,-,Black Tea Pokémon,https://img.pokemondb.net/artwork/large/sinistea.jpg
8550,Polteageist-Polteageist,Ghost,-,Black Tea Pokémon,https://img.pokemondb.net/artwork/large/polteageist.jpg
8560,Hatenna-Hatenna,Psychic,-,Calm Pokémon,https://img.pokemondb.net/artwork/large/hatenna.jpg
8570,Hattrem-Hattrem,Psychic,-,Serene Pokémon,https://img.pokemondb.net/artwork/large/hattrem.jpg
8580,Hatterene-Hatterene,Psychic,Fairy,Silent Pokémon,https://img.pokemondb.net/artwork/large/hatterene.jpg
8590,Impidimp-Impidimp,Dark,Fairy,Wily Pokémon,https://img.pokemondb.net/artwork/large/impidimp.jpg
8600,Morgrem-Morgrem,Dark,Fairy,Devious Pokémon,https://img.pokemondb.net/artwork/large/morgrem.jpg
8610,Grimmsnarl-Grimmsnarl,Dark,Fairy,Bulk Up Pokémon,https://img.pokemondb.net/artwork/large/grimmsnarl.jpg
8620,Obstagoon-Obstagoon,Dark,Normal,Blocking Pokémon,https://img.pokemondb.net/artwork/large/obstagoon.jpg
8630,Perrserker-Perrserker,Steel,-,Viking Pokémon,https://img.pokemondb.net/artwork/large/perrserker.jpg
8640,Cursola-Cursola,Ghost,-,Coral Pokémon,https://img.pokemondb.net/artwork/large/cursola.jpg
8650,Sirfetch'd-Sirfetch'd,Fighting,-,Wild Duck Pokémon,https://img.pokemondb.net/artwork/large/sirfetchd.jpg
8660,Mr. Rime-Mr. Rime,Ice,Psychic,Comedian Pokémon,https://img.pokemondb.net/artwork/large/mr-rime.jpg
8670,Runerigus-Runerigus,Ground,Ghost,Grudge Pokémon,https://img.pokemondb.net/artwork/large/runerigus.jpg
8680,Milcery-Milcery,Fairy,-,Cream Pokémon,https://img.pokemondb.net/artwork/large/milcery.jpg
8690,Alcremie-Alcremie,Fairy,-,Cream Pokémon,https://img.pokemondb.net/artwork/large/alcremie.jpg
8700,Falinks-Falinks,Fighting,-,Formation Pokémon,https://img.pokemondb.net/artwork/large/falinks.jpg
8710,Pincurchin-Pincurchin,Electric,-,Sea Urchin Pokémon,https://img.pokemondb.net/artwork/large/pincurchin.jpg
8720,Snom-Snom,Ice,Bug,Worm Pokémon,https://img.pokemondb.net/artwork/large/snom.jpg
8730,Frosmoth-Frosmoth,Ice,Bug,Frost Moth Pokémon,https://img.pokemondb.net/artwork/large/frosmoth.jpg
8740,Stonjourner-Stonjourner,Rock,-,Big Rock Pokémon,https://img.pokemondb.net/artwork/large/stonjourner.jpg
8750,Eiscue-Ice Face,Ice,-,Penguin Pokémon,https://img.pokemondb.net/artwork/large/eiscue-ice.jpg
8751,Eiscue-Noice Face,Ice,-,Penguin Pokémon,https://img.pokemondb.net/artwork/large/eiscue-noice.jpg
8760,Indeedee-Male,Psychic,Normal,Emotion Pokémon,https://img.pokemondb.net/artwork/large/indeedee-male.jpg
8761,Indeedee-Female,Psychic,Normal,Emotion Pokémon,https://img.pokemondb.net/artwork/large/indeedee-female.jpg
8770,Morpeko-Full Belly Mode,Electric,Dark,Two-Sided Pokémon,https://img.pokemondb.net/artwork/large/morpeko-full-belly.jpg
8771,Morpeko-Hangry Mode,Electric,Dark,Two-Sided Pokémon,https://img.pokemondb.net/artwork/large/morpeko-hangry.jpg
8780,Cufant-Cufant,Steel,-,Copperderm Pokémon,https://img.pokemondb.net/artwork/large/cufant.jpg
8790,Copperajah-Copperajah,Steel,-,Copperderm Pokémon,https://img.pokemondb.net/artwork/large/copperajah.jpg
8800,Dracozolt-Dracozolt,Electric,Dragon,Fossil Pokémon,https://img.pokemondb.net/artwork/large/dracozolt.jpg
8810,Arctozolt-Arctozolt,Electric,Ice,Fossil Pokémon,https://img.pokemondb.net/artwork/large/arctozolt.jpg
8820,Dracovish-Dracovish,Water,Dragon,Fossil Pokémon,https://img.pokemondb.net/artwork/large/dracovish.jpg
8830,Arctovish-Arctovish,Water,Ice,Fossil Pokémon,https://img.pokemondb.net/artwork/large/arctovish.jpg
8840,Duraludon-Duraludon,Steel,Dragon,Alloy Pokémon,https://img.pokemondb.net/artwork/large/duraludon.jpg
8850,Dreepy-Dreepy,Dragon,Ghost,Lingering Pokémon,https://img.pokemondb.net/artwork/large/dreepy.jpg
8860,Drakloak-Drakloak,Dragon,Ghost,Caretaker Pokémon,https://img.pokemondb.net/artwork/large/drakloak.jpg
8870,Dragapult-Dragapult,Dragon,Ghost,Stealth Pokémon,https://img.pokemondb.net/artwork/large/dragapult.jpg
8880,Zacian-Hero of Many Battles,Fairy,-,Warrior Pokémon,https://img.pokemondb.net/artwork/large/zacian-hero.jpg
8881,Zacian-Crowned Sword,Fairy,-,Warrior Pokémon,https://img.pokemondb.net/artwork/large/zacian-crowned.jpg
8890,Zamazenta-Hero of Many Battles,Fighting,-,Warrior Pokémon,https://img.pokemondb.net/artwork/large/zamazenta-hero.jpg
8891,Zamazenta-Crowned Shield,Fighting,-,Warrior Pokémon,https://img.pokemondb.net/artwork/large/zamazenta-crowned.jpg
8900,Eternatus-Eternatus,Poison,Dragon,Gigantic Pokémon,https://img.pokemondb.net/artwork/large/eternatus.jpg
8901,Eternatus-Eternamax,Poison,Dragon,Gigantic Pokémon,https://img.pokemondb.net/artwork/tmp/icon-eternatus-eternamax.png
8910,Kubfu-Kubfu,Fighting,-,Wushu Pokémon,https://img.pokemondb.net/artwork/large/kubfu.jpg
8920,Urshifu-Single Strike Style,Fighting,Dark,Wushu Pokémon,https://img.pokemondb.net/artwork/large/urshifu-single-strike.jpg
8921,Urshifu-Rapid Strike Style,Fighting,Dark,Wushu Pokémon,https://img.pokemondb.net/artwork/large/urshifu-rapid-strike.jpg
8930,Zarude-Zarude,Dark,Grass,Rogue Monkey Pokémon,https://img.pokemondb.net/artwork/large/zarude.jpg
8940,Regieleki-Regieleki,Electric,-,Electron Pokémon,https://img.pokemondb.net/artwork/large/regieleki.jpg
8950,Regidrago-Regidrago,Dragon,-,Dragon Orb Pokémon,https://img.pokemondb.net/artwork/large/regidrago.jpg
8960,Glastrier-Glastrier,Ice,-,Wild Horse Pokémon,https://img.pokemondb.net/artwork/large/glastrier.jpg
8970,Spectrier-Spectrier,Ghost,-,Swift Horse Pokémon,https://img.pokemondb.net/artwork/large/spectrier.jpg
8980,Calyrex-Calyrex,Psychic,Grass,King Pokémon,https://img.pokemondb.net/artwork/large/calyrex.jpg
8981,Calyrex-Ice Rider,Psychic,Grass,High King Pokémon,https://img.pokemondb.net/artwork/large/calyrex-ice-rider.jpg
8982,Calyrex-Shadow Rider,Psychic,Grass,High King Pokémon,https://img.pokemondb.net/artwork/large/calyrex-shadow-rider.jpg
8990,Wyrdeer-Wyrdeer,Normal,Psychic,Big Horn Pokémon,https://img.pokemondb.net/artwork/large/wyrdeer.jpg
9000,Kleavor-Kleavor,Bug,Rock,Axe Pokémon,https://img.pokemondb.net/artwork/large/kleavor.jpg
9010,Ursaluna-Ursaluna,Ground,Normal,Peat Pokémon,https://img.pokemondb.net/artwork/large/ursaluna.jpg
9020,Basculegion-Male,Water,Ghost,Big Fish Pokémon,https://img.pokemondb.net/artwork/large/basculegion-male.jpg
9021,Basculegion-Female,Water,Ghost,Big Fish Pokémon,https://img.pokemondb.net/artwork/large/basculegion-female.jpg
9030,Sneasler-Sneasler,Poison,Fighting,Free Climb Pokémon,https://img.pokemondb.net/artwork/large/sneasler.jpg
9040,Overqwil-Overqwil,Dark,Poison,Pin Cluster Pokémon,https://img.pokemondb.net/artwork/large/overqwil.jpg
9050,Enamorus-Incarnate Forme,Fairy,Flying,Love-Hate Pokémon,https://img.pokemondb.net/artwork/large/enamorus-incarnate.jpg
9051,Enamorus-Therian Forme,Fairy,Flying,Love-Hate Pokémon,https://img.pokemondb.net/artwork/large/enamorus-therian.jpg
